Player,Team,Position,Age,Date.of.Birth,Birth.City,Birth.State.Province,Birth.Country,Nationality,Height..in.,Weight..lbs.,Draft.Year,Draft.Team,Draft.Round,Round.Pick,Overall.Draft.Position
BRANDON.PIRRI,NYR,"C, R",27,1991-04-10,Toronto,ON,CAN,CAN,72,186,2009,CHI,2,29,59
BRAYDEN.POINT,T.B,C,22,1996-03-13,Calgary,AB,CAN,CAN,70,166,2014,T.B,3,19,79
BRENDAN.GUHLE,BUF,D,21,1997-07-29,Edmonton,AB,CAN,CAN,74,196,2015,BUF,2,21,51
BRENDAN.PERLINI,ARI,L,22,1996-04-27,Guildford,,GBR,GBR,75,211,2014,ARI,1,12,12
BRENDAN.SMITH,NYR,D,29,1989-02-08,Mimico,ON,CAN,CAN,74,211,2007,DET,1,27,27
BRETT.CONNOLLY,WSH,R,26,1992-05-02,Campbell River,BC,CAN,CAN,75,195,2010,T.B,1,6,6
BRIAN.BOYLE,TOR,C,33,1984-12-18,Hingham,MA,USA,USA,78,245,2003,L.A,1,26,26
BRIAN.STRAIT,WPG,D,30,1988-01-04,Waltham,MA,USA,USA,73,206,2006,PIT,3,2,65
BROCK.BOESER,VAN,R,21,1997-02-25,Burnsville,MN,USA,USA,73,191,2015,VAN,1,23,23
BRYAN.BICKELL,CAR,L,32,1986-03-09,Bowmanville,ON,CAN,CAN,76,223,2004,CHI,2,11,41
BYRON.FROESE,T.B,C,27,1991-03-12,Winkler,MB,CAN,CAN,73,202,2009,CHI,4,28,119
C.J..SMITH,BUF,L,23,1994-12-01,Des Moines,IA,USA,USA,71,181,-,-,-,-,-
CAMERON.GAUNCE,PIT,D,28,1990-03-19,Sudbury,ON,CAN,CAN,74,204,2008,COL,2,20,50
CARTER.ROWNEY,PIT,R,29,1989-05-10,Grand Prairie,AB,CAN,CAN,74,200,-,-,-,-,-
CASEY.BAILEY,OTT,R,26,1991-10-27,Anchorage,AK,USA,USA,75,195,-,-,-,-,-
CHAD.RUHWEDEL,PIT,D,28,1990-05-07,San Diego,CA,USA,USA,71,191,-,-,-,-,-
CHRIS.KREIDER,NYR,"C, L",27,1991-04-30,Boxford,MA,USA,USA,75,224,2009,NYR,1,19,19
CHRIS.TERRY,MTL,L,29,1989-04-07,Brampton,ON,CAN,CAN,70,191,2007,CAR,5,11,132
CHRIS.WAGNER,ANA,"C, R",27,1991-05-27,Walpole,MA,USA,USA,72,198,2010,ANA,5,2,122
CHRISTIAN.DVORAK,ARI,"C, L",22,1996-02-02,Palos,IL,USA,USA,72,195,2014,ARI,2,28,58
CHRISTIAN.FISCHER,ARI,R,21,1997-04-15,Chicago,IL,USA,USA,74,214,2015,ARI,2,2,32
CHRISTOPHER.DIDOMENICO,OTT,C,29,1989-02-20,Toronto,ON,CAN,CAN,71,174,2007,TOR,6,13,164
CLAUDE.GIROUX,PHI,"C, R",30,1988-01-12,Hearst,ON,CAN,CAN,71,185,2006,PHI,1,22,22
CLAYTON.KELLER,ARI,C,20,1998-07-29,Chesterfield,MO,USA,USA,70,170,2016,ARI,1,7,7
CODY.GOLOUBEF,COL,D,28,1989-11-30,Mississauga,ON,CAN,CAN,73,200,2008,CBJ,2,7,37
CODY.MCLEOD,NSH,L,34,1984-06-26,Binscarth,MB,CAN,CAN,74,210,-,-,-,-,-
COLIN.WHITE,OTT,C,21,1997-01-30,Boston,MA,USA,USA,72,183,2015,OTT,1,21,21
COLTON.SCEVIOUR,FLA,C,29,1989-04-20,Red Deer,AB,CAN,CAN,72,195,2007,DAL,4,21,112
CONNOR.JONES,NYI,C,28,1990-08-16,Montrose,BC,CAN,CAN,69,182,-,-,-,-,-
COREY.TROPP,ANA,R,29,1989-07-25,Grosse Pointe Woods,MI,USA,USA,72,186,2007,BUF,3,28,89
CRAIG.SMITH,NSH,"C, R",29,1989-09-05,Madison,WI,USA,USA,73,208,2009,NSH,4,7,98
CRISTOVAL.NIEVES,NYR,C,24,1994-01-23,Syracuse,NY,USA,USA,75,212,2012,NYR,2,29,59
CURTIS.LAZAR,CGY,C,23,1995-02-02,Salmon Arm,BC,CAN,CAN,72,209,2013,OTT,1,17,17
DALE.WEISE,PHI,R,30,1988-08-05,Winnipeg,MB,CAN,CAN,74,206,2008,NYR,4,20,111
DALTON.PROUT,N.J,D,28,1990-03-13,Kingsville,ON,CAN,CAN,75,230,2010,CBJ,6,4,154
DAN.HAMHUIS,DAL,D,35,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,NSH,1,12,12
DAN.RENOUF,DET,D,24,1994-06-01,Pickering,ON,CAN,CAN,74,205,-,-,-,-,-
DANIEL.O.REGAN,S.J,C,24,1994-01-30,Berlin,,DEU,USA,70,185,2012,S.J,5,17,138
DANTON.HEINEN,BOS,C,23,1995-07-05,Langley,BC,CAN,CAN,73,185,2014,BOS,4,26,116
DAVID.BACKES,BOS,R,34,1984-05-01,Minneapolis,MN,USA,USA,75,221,2003,STL,2,32,62
DAVID.DESHARNAIS,EDM,C,32,1986-09-14,Laurier-Station,QC,CAN,CAN,67,180,-,-,-,-,-
DAVID.SCHLEMKO,S.J,D,31,1987-05-07,Edmonton,AB,CAN,CAN,73,189,-,-,-,-,-
DENIS.GURIANOV,DAL,R,21,1997-06-07,Togliatti,,RUS,RUS,75,200,2015,DAL,1,12,12
DENIS.MALGIN,FLA,C,21,1997-01-18,Olten,,CHE,CHE,69,177,2015,FLA,4,11,102
DENNIS.SEIDENBERG,NYI,D,37,1981-07-18,Schwenningen,,DEU,DEU,72,199,2001,PHI,6,7,172
DEREK.GRANT,BUF,C,28,1990-04-20,Abbotsford,BC,CAN,CAN,75,215,2008,OTT,4,28,119
DEREK.GRANT,NSH,C,28,1990-04-20,Abbotsford,BC,CAN,CAN,75,215,2008,OTT,4,28,119
DERICK.BRASSARD,OTT,C,30,1987-09-22,Hull,QC,CAN,CAN,73,204,2006,CBJ,1,6,6
DEVIN.SETOGUCHI,L.A,R,31,1987-01-01,Taber,AB,CAN,CAN,72,205,2005,S.J,1,8,8
DILLON.SIMPSON,EDM,D,25,1993-02-10,Edmonton,AB,CAN,CAN,74,204,2011,EDM,4,1,92
DMITRY.KULIKOV,BUF,D,27,1990-10-29,Lipetsk,,RUS,RUS,73,204,2009,FLA,1,14,14
DOMINIC.MOORE,BOS,C,38,1980-08-03,Thornhill,ON,CAN,CAN,72,192,2000,NYR,3,30,95
DRAKE.CAGGIULA,EDM,"C, L",24,1994-06-20,Pickering,ON,CAN,CAN,70,185,-,-,-,-,-
DREW.SHORE,VAN,C,27,1991-01-29,Denver,CO,USA,USA,75,205,2009,FLA,2,14,44
DREW.STAFFORD,BOS,R,32,1985-10-30,Milwaukee,WI,USA,USA,74,215,2004,BUF,1,13,13
DUSTIN.BROWN,L.A,"L, R",33,1984-11-04,Ithaca,NY,USA,USA,72,216,2003,L.A,1,13,13
DWIGHT.KING,MTL,L,29,1989-07-05,Meadow Lake,SK,CAN,CAN,76,229,2007,L.A,4,18,109
DYLAN.MCILRATH,FLA,D,26,1992-04-20,Winnipeg,MB,CAN,CAN,77,236,2010,NYR,1,10,10
DYLAN.STROME,ARI,C,21,1997-03-07,Mississauga,ON,CAN,CAN,75,200,2015,ARI,1,3,3
ERIC.FEHR,TOR,C,33,1985-09-07,Winkler,MB,CAN,CAN,76,208,2003,WSH,1,18,18
ERIC.STAAL,MIN,C,33,1984-10-29,Thunder Bay,ON,CAN,CAN,76,209,2003,CAR,1,2,2
ERIK.BURGDOERFER,BUF,D,29,1988-12-11,Abington,PA,USA,USA,73,207,-,-,-,-,-
ERIK.GUDBRANSON,VAN,D,26,1992-01-07,Ottawa,ON,CAN,CAN,77,220,2010,FLA,1,3,3
EVAN.MCENENY,VAN,D,24,1994-05-22,Hamilton,ON,CAN,CAN,74,203,-,-,-,-,-
EVGENY.SVECHNIKOV,DET,R,21,1996-10-31,Yuzhno-Sakhalinsk,,RUS,RUS,75,212,2015,DET,1,19,19
FEDOR.TYUTIN,COL,D,35,1983-07-19,Izhevsk,,RUS,RUS,74,221,2001,NYR,2,10,40
FRANK.CORRADO,PIT,D,25,1993-03-26,Toronto,ON,CAN,CAN,72,205,2011,VAN,5,29,150
FRANS.NIELSEN,DET,C,34,1984-04-24,Herning,,DNK,DNK,73,188,2002,NYI,3,24,87
FREDERICK.GAUDREAU,NSH,C,25,1993-05-01,Bromont,QC,CAN,CAN,72,179,-,-,-,-,-
GABRIEL.BOURQUE,COL,L,27,1990-09-23,Rimouski,QC,CAN,CAN,70,206,2009,NSH,5,11,132
GABRIEL.CARLSSON,CBJ,D,21,1997-01-02,Orebro,,SWE,SWE,77,192,2015,CBJ,1,29,29
GABRIEL.DUMONT,T.B,C,27,1990-10-06,Ville Degelis,QC,CAN,CAN,70,190,2009,MTL,5,18,139
GARRETT.MITCHELL,WSH,R,27,1991-09-02,Regina,SK,CAN,CAN,71,198,2009,WSH,6,24,175
GEMEL.SMITH,DAL,C,24,1994-04-16,Toronto,ON,CAN,CAN,70,190,2012,DAL,4,13,104
GREG.MCKEGG,T.B,C,26,1992-06-17,St. Thomas,ON,CAN,CAN,72,191,2010,TOR,3,2,62
GREG.PATERYN,DAL,D,28,1990-06-20,Sterling Heights,MI,USA,USA,75,224,2008,TOR,5,7,128
GRIFFEN.MOLINO,VAN,C,24,1994-01-21,Trenton,MI,USA,USA,71,171,-,-,-,-,-
GUSTAV.FORSLING,CHI,D,22,1996-06-12,Linkoping,,SWE,SWE,72,186,2014,VAN,5,6,126
GUSTAV.NYQUIST,DET,"C, R",29,1989-09-01,Halmstad,,SWE,SWE,71,184,2008,DET,4,30,121
HARRY.ZOLNIERCZYK,NSH,L,31,1987-09-01,Toronto,ON,CAN,CAN,71,180,-,-,-,-,-
IAN.MCCOSHEN,FLA,D,23,1995-08-05,Anaheim,CA,USA,USA,75,217,2013,FLA,2,1,31
IVAN.BARBASHEV,STL,C,22,1995-12-14,Moscow,,RUS,RUS,72,187,2014,STL,2,3,33
IVAN.PROVOROV,PHI,D,21,1997-01-13,Yaroslavl,,RUS,RUS,73,201,2015,PHI,1,7,7
J.T..COMPHER,COL,L,23,1995-04-08,Northbrook,IL,USA,USA,72,193,2013,BUF,2,5,35
J.T..MILLER,NYR,"C, L",25,1993-03-14,East Palestine,OH,USA,USA,73,218,2011,NYR,1,15,15
JACK.ROSLOVIC,WPG,C,21,1997-01-29,Columbus,OH,USA,USA,73,187,2015,WPG,1,25,25
JACK.SKILLE,VAN,R,31,1987-05-19,Madison,WI,USA,USA,73,216,2005,CHI,1,7,7
JACOB.LARSSON,ANA,D,21,1997-04-29,Ljungby,,SWE,SWE,74,195,2015,ANA,1,27,27
JADEN.SCHWARTZ,STL,"C, L",26,1992-06-25,Wilcox,SK,CAN,CAN,70,190,2010,STL,1,14,14
JAKE.DOTCHIN,T.B,D,24,1994-03-24,Cambridge,ON,CAN,CAN,75,210,2012,T.B,6,10,161
JAKE.GUENTZEL,PIT,C,23,1994-10-06,Omaha,NE,USA,USA,71,180,2013,PIT,3,16,77
JAKOB.CHYCHRUN,ARI,D,20,1998-03-31,Boca Raton,FL,USA,USA,74,210,2016,ARI,1,16,16
JAKOB.FORSBACKA.KARLSSON,BOS,C,21,1996-10-31,Stockholm,,SWE,SWE,73,184,2015,BOS,2,15,45
JAKUB.NAKLADAL,CAR,D,30,1987-12-30,Hradec Králové,,CZE,CZE,74,212,-,-,-,-,-
JAKUB.VRANA,WSH,L,22,1996-02-28,Prague,,CZE,CZE,72,197,2014,WSH,1,13,13
JAMIE.MCBAIN,ARI,D,30,1988-02-25,Edina,MN,USA,USA,73,180,2006,CAR,2,33,63
JAMIE.MCGINN,ARI,L,30,1988-08-05,Fergus,ON,CAN,CAN,73,205,2006,S.J,2,6,36
JANNIK.HANSEN,S.J,R,32,1986-03-15,Rødovre,,DNK,DNK,73,198,2004,VAN,9,29,287
JARED.BOLL,ANA,R,32,1986-05-13,Charlotte,NC,USA,USA,75,206,2005,CBJ,4,10,101
JARED.MCCANN,FLA,C,22,1996-05-31,Stratford,ON,CAN,CAN,73,198,2014,VAN,1,24,24
JAROME.IGINLA,L.A,R,41,1977-07-01,Edmonton,AB,CAN,CAN,73,210,1995,DAL,1,11,11
JASON.CHIMERA,NYI,L,39,1979-05-02,Edmonton,AB,CAN,CAN,75,215,1997,EDM,5,15,121
JASON.DEMERS,FLA,D,30,1988-06-09,Dorval,QC,CAN,CAN,73,195,2008,S.J,7,5,186
JAYCOB.MEGNA,ANA,D,25,1992-12-10,Plantation,FL,USA,USA,78,219,2012,ANA,7,29,210
JAYSON.MEGNA,VAN,C,28,1990-02-01,Fort Lauderdale,FL,USA,USA,73,195,-,-,-,-,-
JEAN.SEBASTIEN.DEA,PIT,C,24,1994-02-08,Laval,QC,CAN,CAN,71,175,-,-,-,-,-
JEFF.SKINNER,CAR,"C, L",26,1992-05-16,Toronto,ON,CAN,CAN,71,200,2010,CAR,1,7,7
JESSE.PULJUJARVI,EDM,R,20,1998-05-07,Alvkarleby,,SWE,FIN,76,211,2016,EDM,1,4,4
JIMMY.VESEY,NYR,L,25,1993-05-26,Boston,MA,USA,USA,75,206,2012,NSH,3,5,66
JIRI.HUDLER,DAL,R,34,1984-01-04,Olomouc,,CZE,CZE,70,190,2002,DET,2,28,58
JOAKIM.NORDSTROM,CAR,"C, L",26,1992-02-25,Stockholm,,SWE,SWE,73,189,2010,CHI,3,30,90
JOE.COLBORNE,COL,C,28,1990-01-30,Calgary,AB,CAN,CAN,77,221,2008,BOS,1,16,16
JOEL.ERIKSSON.EK,MIN,C,21,1997-01-29,Karlstad,,SWE,SWE,73,206,2015,MIN,1,20,20
JOHAN.LARSSON,BUF,"C, L",26,1992-07-25,Lau,,SWE,SWE,71,198,2010,MIN,2,26,56
JOHN.HAYDEN,CHI,L,23,1995-02-14,Chicago,IL,USA,USA,75,223,2013,CHI,3,13,74
JOHN.QUENNEVILLE,N.J,C,22,1996-04-16,Edmonton,AB,CAN,CAN,73,195,2014,N.J,1,30,30
JONATHAN.HUBERDEAU,FLA,"C, L",25,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,188,2011,FLA,1,3,3
JONATHAN.MARCHESSAULT,FLA,C,27,1990-12-27,Cap-Rouge,QC,CAN,CAN,69,174,-,-,-,-,-
JONNY.BRODZINSKI,L.A,C,25,1993-06-19,Ham Lake,MN,USA,USA,73,217,2013,L.A,5,27,148
JORDAN.SCHMALTZ,STL,D,24,1993-10-08,Madison,WI,USA,USA,74,190,2012,STL,1,25,25
JORDIE.BENN,MTL,D,31,1987-07-26,Victoria,BC,CAN,CAN,74,198,-,-,-,-,-
JORDIN.TOOTOO,CHI,R,35,1983-02-02,Churchill,MB,CAN,CAN,69,195,2001,NSH,4,2,98
JOSEPH.CRAMAROSSA,ANA,C,25,1992-10-26,Toronto,ON,CAN,CAN,72,192,2011,ANA,3,4,65
JOSEPH.CRAMAROSSA,VAN,C,25,1992-10-26,Toronto,ON,CAN,CAN,72,192,2011,ANA,3,4,65
JOSEPH.LABATE,VAN,C,25,1993-04-16,Burnsville,MN,USA,USA,77,210,2011,VAN,4,10,101
JOSH.BAILEY,NYI,"C, R",28,1989-10-02,Bowmanville,ON,CAN,CAN,73,203,2008,NYI,1,9,9
JOSH.JOORIS,ARI,R,28,1990-07-14,Burlington,ON,CAN,CAN,73,197,-,-,-,-,-
JOSH.JOORIS,NYR,R,28,1990-07-14,Burlington,ON,CAN,CAN,73,197,-,-,-,-,-
JOSHUA.HO.SANG,NYI,"C, R",22,1996-01-22,Toronto,ON,CAN,CAN,72,173,2014,NYI,1,28,28
JULIUS.HONKA,DAL,D,22,1995-12-03,Jyväskylä,,FIN,FIN,71,186,2014,DAL,1,14,14
JUSTIN.DOWLING,DAL,C,27,1990-10-01,Calgary,AB,CAN,CAN,70,185,-,-,-,-,-
JUSTIN.FALK,BUF,D,29,1988-10-11,Snowflake,MB,CAN,CAN,77,223,2007,MIN,4,19,110
JYRKI.JOKIPAKKA,OTT,D,27,1991-08-20,Tampere,,FIN,FIN,75,215,2011,DAL,7,14,195
KALLE.KOSSILA,ANA,L,25,1993-04-14,Kauniainen,,FIN,FIN,70,185,-,-,-,-,-
KARL.STOLLERY,N.J,D,30,1987-11-21,Camrose,AB,CAN,CAN,71,180,-,-,-,-,-
KEITH.YANDLE,FLA,D,32,1986-09-09,Boston,MA,USA,USA,73,196,2005,PHX,4,14,105
KENNY.AGOSTINO,STL,L,26,1992-04-30,Morristown,NJ,USA,USA,72,202,2010,PIT,5,20,140
KEVIN.HAYES,NYR,"C, R",26,1992-05-08,Dorchester,MA,USA,USA,77,217,2010,CHI,1,24,24
KEVIN.LABANC,S.J,R,22,1995-12-12,Brooklyn,NY,USA,USA,71,185,2014,S.J,6,21,171
KEVIN.ROONEY,N.J,C,25,1993-05-21,Canton,MA,USA,USA,74,190,-,-,-,-,-
KEVIN.SHATTENKIRK,WSH,D,29,1989-01-29,New Rochelle,NY,USA,USA,72,200,2007,COL,1,14,14
KLAS.DAHLBECK,CAR,D,27,1991-07-06,Katrineholm,,SWE,SWE,75,207,2011,CHI,3,18,79
KRIS.RUSSELL,EDM,D,31,1987-05-02,Caroline,AB,CAN,CAN,70,173,2005,CBJ,3,6,67
KRIS.VERSTEEG,CGY,R,32,1986-05-13,Lethbridge,AB,CAN,CAN,71,176,2004,BOS,5,5,134
KYLE.CONNOR,WPG,L,21,1996-12-09,Shelby Twp.,MI,USA,USA,73,182,2015,WPG,1,17,17
KYLE.OKPOSO,BUF,R,30,1988-04-16,St. Paul,MN,USA,USA,72,220,2006,NYI,1,7,7
KYLE.PALMIERI,N.J,"C, R",27,1991-02-01,Smithtown,NY,USA,USA,71,185,2009,ANA,1,26,26
KYLE.QUINCEY,CBJ,D,33,1985-08-12,Kitchener,ON,CAN,CAN,74,210,2003,DET,4,31,132
KYLE.QUINCEY,N.J,D,33,1985-08-12,Kitchener,ON,CAN,CAN,74,210,2003,DET,4,31,132
LARS.ELLER,WSH,C,29,1989-05-08,Rodovre,,DNK,DNK,74,207,2007,STL,1,13,13
LAURI.KORPIKOSKI,CBJ,L,32,1986-07-28,Turku,,FIN,FIN,73,193,2004,NYR,1,19,19
LAURI.KORPIKOSKI,DAL,L,32,1986-07-28,Turku,,FIN,FIN,73,193,2004,NYR,1,19,19
LAWSON.CROUSE,ARI,L,21,1997-06-23,Mt. Brydges,ON,CAN,CAN,76,220,2015,FLA,1,11,11
LEE.STEMPNIAK,CAR,R,35,1983-02-04,West Seneca,NY,USA,USA,71,195,2003,STL,5,12,148
LINDEN.VEY,CGY,R,27,1991-07-17,Wakaw,SK,CAN,CAN,72,189,2009,L.A,4,5,96
LOGAN.SHAW,ANA,"C, R",25,1992-10-05,Glace Bay,NS,CAN,CAN,75,208,2011,FLA,3,15,76
LOUI.ERIKSSON,VAN,L,33,1985-07-17,Gothenburg,,SWE,SWE,74,196,2003,DAL,2,3,33
LUCAS.WALLMARK,CAR,C,23,1995-09-05,Umea,,SWE,SWE,72,176,2014,CAR,4,7,97
LUKAS.SEDLAK,CBJ,C,25,1993-02-25,Ceské Budejovice,,CZE,CZE,72,205,2011,CBJ,6,7,158
LUKE.GAZDIC,N.J,L,29,1989-07-25,Toronto,ON,CAN,CAN,76,225,2007,DAL,6,21,172
LUKE.SCHENN,ARI,D,28,1989-11-02,Saskatoon,SK,CAN,CAN,74,229,2008,TOR,1,5,5
MACKENZIE.WEEGAR,FLA,D,24,1994-01-07,Ottawa,ON,CAN,CAN,72,212,2013,FLA,7,25,206
MARCUS.SORENSEN,S.J,R,26,1992-04-07,Sodertalje,,SWE,SWE,71,175,2010,OTT,4,16,106
MARK.BARBERIO,COL,D,28,1990-03-23,Montreal,QC,CAN,CAN,73,207,2008,T.B,6,1,152
MARK.JANKOWSKI,CGY,C,24,1994-09-13,Hamilton,ON,CAN,CAN,76,202,2012,CGY,1,21,21
MARK.MCNEILL,DAL,C,25,1993-02-22,Langley,BC,CAN,CAN,74,214,2011,CHI,1,18,18
MARK.PYSYK,FLA,D,26,1992-01-11,Sherwood Park,AB,CAN,CAN,73,200,2010,BUF,1,23,23
MARK.STREIT,PIT,D,40,1977-12-11,Bern,,CHE,CHE,71,186,2004,MTL,9,4,262
MARKUS.NUTIVAARA,CBJ,D,24,1994-06-06,Oulu,,FIN,FIN,73,191,2015,CBJ,7,8,189
MARTIN.FRK,CAR,R,24,1993-10-05,Pelhrimov,,CZE,CZE,73,205,2012,DET,2,19,49
MARTIN.HANZAL,MIN,C,31,1987-02-20,Pisek,,CZE,CZE,78,230,2005,PHX,1,17,17
MASON.RAYMOND,ANA,L,33,1985-09-17,Cochrane,AB,CAN,CAN,73,179,2005,VAN,2,21,51
MATHEW.BARZAL,NYI,C,21,1997-05-26,Coquitlam,BC,CAN,CAN,72,189,2015,NYI,1,16,16
MATS.ZUCCARELLO,NYR,"C, R",31,1987-09-01,Oslo,,NOR,NOR,68,179,-,-,-,-,-
MATT.BARTKOWSKI,CGY,D,30,1988-06-04,Pittsburgh,PA,USA,USA,73,196,2008,FLA,7,9,190
MATT.CARLE,NSH,D,33,1984-09-25,Anchorage,AK,USA,USA,72,197,2003,S.J,2,17,47
MATT.GRZELCYK,BOS,D,24,1994-01-05,Charlestown,MA,USA,USA,69,174,2012,BOS,3,24,85
MATT.HENDRICKS,EDM,"C, L",37,1981-06-17,Blaine,MN,USA,USA,72,209,2000,NSH,5,1,131
MATT.IRWIN,NSH,D,30,1987-11-29,Victoria,BC,CAN,CAN,73,207,-,-,-,-,-
MATT.LORITO,DET,L,28,1990-07-03,Oakville,ON,CAN,CAN,69,171,-,-,-,-,-
MATT.MARTIN,TOR,L,29,1989-05-08,Windsor,ON,CAN,CAN,75,220,2008,NYI,5,27,148
MATT.NIETO,COL,L,25,1992-11-05,Long Beach,CA,USA,USA,71,190,2011,S.J,2,17,47
MATT.PUEMPEL,NYR,L,25,1993-01-24,Windsor,ON,CAN,CAN,73,205,2011,OTT,1,24,24
MATT.TENNYSON,CAR,D,28,1990-04-23,Minneapolis,MN,USA,USA,74,205,-,-,-,-,-
MATTHEW.BENNING,EDM,D,24,1994-05-25,Edmonton,AB,CAN,CAN,73,204,2012,BOS,6,24,175
MATTHEW.PECA,T.B,C,25,1993-04-27,Petawawa,ON,CAN,CAN,68,178,2011,T.B,7,20,201
MATTHEW.TKACHUK,CGY,L,20,1997-12-11,Scottsdale,AZ,USA,USA,74,202,2016,CGY,1,6,6
MAX.DOMI,ARI,"C, L",23,1995-03-02,Winnipeg,MB,CAN,CAN,70,195,2013,PHX,1,12,12
MAX.MCCORMICK,OTT,"L, R",26,1992-05-01,De Pere,WI,USA,USA,71,188,2011,OTT,6,20,171
MICHAEL.BOURNIVAL,T.B,L,26,1992-05-31,Shawinigan,QC,CAN,CAN,71,198,2010,COL,3,11,71
MICHAEL.CHAPUT,VAN,C,26,1992-04-09,Ile Bizard,QC,CAN,CAN,74,204,2010,PHI,3,29,89
MICHAEL.GRABNER,NYR,R,30,1987-10-05,Villach,,AUT,AUT,73,188,2006,VAN,1,14,14
MICHAEL.KAPLA,N.J,D,24,1994-09-19,Eau Claire,WI,USA,USA,72,200,-,-,-,-,-
MICHAEL.SGARBOSSA,FLA,C,26,1992-07-25,Campbellville,ON,CAN,CAN,72,186,-,-,-,-,-
MICHAEL.STONE,CGY,D,28,1990-06-07,Winnipeg,MB,CAN,CAN,75,210,2008,PHX,3,8,69
MICHAL.KEMPNY,CHI,D,28,1990-09-08,Hodonin,,CZE,CZE,72,194,-,-,-,-,-
MIKA.ZIBANEJAD,NYR,C,25,1993-04-18,Huddinge,,SWE,SWE,74,227,2011,OTT,1,6,6
MIKE.BLUNDEN,OTT,R,31,1986-12-15,Toronto,ON,CAN,CAN,76,217,2005,CHI,2,13,43
MIKE.HOFFMAN,OTT,"C, L",28,1989-11-24,Kitchener,ON,CAN,CAN,72,180,2009,OTT,5,9,130
MIKE.LIAMBAS,NSH,L,29,1989-02-16,Toronto,ON,CAN,CAN,70,196,-,-,-,-,-
MIKE.VECCHIONE,PHI,C,25,1993-02-25,Saugus,MA,USA,USA,70,194,-,-,-,-,-
MIKHAIL.SERGACHEV,MTL,D,20,1998-06-25,Nizhnekamsk,,RUS,RUS,75,215,2016,MTL,1,9,9
MIKKEL.BOEDKER,S.J,L,28,1989-12-16,Brondby,,DNK,DNK,72,210,2008,PHX,1,8,8
MILAN.LUCIC,EDM,L,30,1988-06-07,Vancouver,BC,CAN,CAN,75,236,2006,BOS,2,20,50
MITCHELL.MARNER,TOR,C,21,1997-05-05,Markham,ON,CAN,CAN,72,175,2015,TOR,1,4,4
NAIL.YAKUPOV,STL,R,24,1993-10-06,Nizhnekamsk,,RUS,RUS,71,195,2012,EDM,1,1,1
NELSON.NOGIER,WPG,D,22,1996-05-27,Saskatoon,SK,CAN,CAN,74,191,2014,WPG,4,11,101
NIC.PETAN,WPG,"C, L",23,1995-03-22,Delta,BC,CAN,CAN,69,179,2013,WPG,2,13,43
NICHOLAS.BAPTISTE,BUF,R,23,1995-08-04,Ottawa,ON,CAN,CAN,73,205,2013,BUF,3,8,69
NICK.HOLDEN,NYR,D,31,1987-05-15,St. Albert,AB,CAN,CAN,76,214,-,-,-,-,-
NICK.JENSEN,DET,D,27,1990-09-21,St. Paul,MN,USA,USA,72,194,2009,DET,5,29,150
NICK.LAPPIN,N.J,R,25,1992-11-01,Geneva,IL,USA,USA,73,175,-,-,-,-,-
NICK.SCHMALTZ,CHI,C,22,1996-02-23,Madison,WI,USA,USA,72,177,2014,CHI,1,20,20
NICK.SORENSEN,ANA,R,23,1994-10-23,Farevejle,,DNK,DNK,73,182,2013,ANA,2,15,45
NICKLAS.GROSSMANN,CGY,D,33,1985-01-22,Stockholm,,SWE,SWE,76,230,2004,DAL,2,26,56
NICKLAS.JENSEN,NYR,R,25,1993-03-06,Herning,,DNK,DNK,75,216,2011,VAN,1,29,29
NICOLAS.KERDILES,ANA,L,24,1994-01-11,Lewisville,TX,USA,USA,74,200,2012,ANA,2,6,36
NIKITA.NESTEROV,MTL,D,25,1993-03-28,Chelyabinsk,,RUS,RUS,71,191,2011,T.B,5,27,148
NIKITA.SCHERBAK,MTL,R,22,1995-12-30,Moscow,,RUS,RUS,74,192,2014,MTL,1,26,26
NIKITA.ZAITSEV,TOR,D,26,1991-10-29,Moscow,,RUS,RUS,74,195,-,-,-,-,-
NIKOLAY.GOLDOBIN,VAN,R,22,1995-10-07,Moscow,,RUS,RUS,71,185,2014,S.J,1,27,27
ONDREJ.KASE,ANA,R,22,1995-11-08,Kadan,,CZE,CZE,72,185,2014,ANA,7,25,205
P.K..SUBBAN,NSH,D,29,1989-05-13,Toronto,ON,CAN,CAN,72,210,2007,MTL,2,13,43
PA.PARENTEAU,N.J,R,35,1983-03-24,Hull,QC,CAN,CAN,72,200,2001,ANA,9,5,264
PA.PARENTEAU,NSH,R,35,1983-03-24,Hull,QC,CAN,CAN,72,200,2001,ANA,9,5,264
PATRICK.CANNONE,MIN,C,32,1986-08-09,Bayport,NY,USA,USA,71,199,-,-,-,-,-
PATRICK.EAVES,ANA,R,34,1984-05-01,Calgary,AB,CAN,USA,70,202,2003,OTT,1,29,29
PATRICK.WIERCIOCH,COL,D,28,1990-09-12,Burnaby,BC,CAN,CAN,77,202,2008,OTT,2,12,42
PATRIK.LAINE,WPG,R,20,1998-04-19,Tampere,,FIN,FIN,77,206,2016,WPG,1,2,2
PAUL.LADUE,L.A,D,26,1992-09-06,Grand Forks,ND,USA,USA,74,198,2012,L.A,6,30,181
PAUL.THOMPSON,FLA,R,29,1988-11-30,Methuen,MA,USA,USA,73,200,-,-,-,-,-
